ID,Lab Code,BP,Std,Sample Mat.,Feature,Site,kod obiektu,references,ceramika,faza na podstawie stylistyki ceramiki wg periodyzacji dla terenów Polski,scenario1,scenario2,region,wyżyny/niż,,,,,
,Poz-47715,6170,40,food residues on pottery,?,Brzezie 17,Brz_ 17/?-2,Czekaj-Zastawny 2014: 94,,Music-Note phase (phase II),II,II,krk,w,,Brz_ 17/?-2,6170,40,"R_Date(""Brz_ 17/?-2"",6170,40);"
,Ki(Kiev)-11290,5780,70,charcoal,feat. 158/B,Brzezie 17,Brz_ 17/158/B,Czekaj-Zastawny 2008: tab. 1,,Music-Note phase (phase II),II,II,krk,w,,Brz_ 17/158/B,5780,70,"R_Date(""Brz_ 17/158/B"",5780,70);"
,Ki(Kiev)-11295,5640,80,charcoal,feat. 216/B,Brzezie 17,Brz_ 17/216/B,Czekaj-Zastawny 2008: tab. 1,,Music-Note phase (phase II),II,II,krk,w,,Brz_ 17/216/B,5640,80,"R_Date(""Brz_ 17/216/B"",5640,80);"
,Poz-39841,6170,40,charcoal,feat. 2170 (house XVIII),Brzezie 17,Brz_ 17/2170-1,Czekaj-Zastawny 2014: tab. XI,,Music-Note phase (phase II),II,II,krk,w,,Brz_ 17/2170-1,6170,40,"R_Date(""Brz_ 17/2170-1"",6170,40);"
,Poz-39485,6140,40,charcoal,feat. 2175 (house XVIII),Brzezie 17,Brz_ 17/2175-1,Czekaj-Zastawny 2014: tab. XI,,Music-Note phase (phase II),II,II,krk,w,,Brz_ 17/2175-1,6140,40,"R_Date(""Brz_ 17/2175-1"",6140,40);"
,Poz-39484,6070,40,charcoal,feat. 2183 (house XVIII),Brzezie 17,Brz_ 17/2183-1,Czekaj-Zastawny 2014: tab. XI,,Music-Note phase (phase II),II,II,krk,w,,Brz_ 17/2183-1,6070,40,"R_Date(""Brz_ 17/2183-1"",6070,40);"
,Poz-39483,6090,40,charcoal,feat. 2186 (house XVIII),Brzezie 17,Brz_ 17/2186-2,Czekaj-Zastawny 2014: tab. XI,,Music-Note phase (phase II),II,II,krk,w,,Brz_ 17/2186-2,6090,40,"R_Date(""Brz_ 17/2186-2"",6090,40);"
,Ki(Kiev)-11286,6215,80,charcoal,feat. 238/C,Brzezie 17,Brz_ 17/238/C-1,Czekaj-Zastawny 2008: tab. 1,,Music-Note phase (phase II),II,II,krk,w,,Brz_ 17/238/C-1,6215,80,"R_Date(""Brz_ 17/238/C-1"",6215,80);"
,Ki(Kiev)-11287,6180,80,charcoal,feat. 238/C,Brzezie 17,Brz_ 17/238/C-2,Czekaj-Zastawny 2008: tab. 1,,Music-Note phase (phase II),II,II,krk,w,,Brz_ 17/238/C-2,6180,80,"R_Date(""Brz_ 17/238/C-2"",6180,80);"
,Ki(Kiev)-11291,6140,80,charcoal,feat. 238/C,Brzezie 17,Brz_ 17/238/C-3,Czekaj-Zastawny 2008: tab. 1,,Music-Note phase (phase II),II,II,krk,w,,Brz_ 17/238/C-3,6140,80,"R_Date(""Brz_ 17/238/C-3"",6140,80);"
,Ki(Kiev)-11293,5720,80,charcoal,feat. 238/C,Brzezie 17,Brz_ 17/238/C-4,Czekaj-Zastawny 2008: tab. 1,,Music-Note phase (phase II),II,II,krk,w,,Brz_ 17/238/C-4,5720,80,"R_Date(""Brz_ 17/238/C-4"",5720,80);"
,Ki(Kiev)-11297,5660,80,charcoal,feat. 238/C,Brzezie 17,Brz_ 17/238/C-5,Czekaj-Zastawny 2008: tab. 1,,Music-Note phase (phase II),II,II,krk,w,,Brz_ 17/238/C-5,5660,80,"R_Date(""Brz_ 17/238/C-5"",5660,80);"
,Poz-47716,6200,40,food residues on pottery,feat. 2464/A,Brzezie 17,Brz_ 17/2464/A,Czekaj-Zastawny 2014: 94,,Music-Note phase (phase II),II,II,krk,w,,Brz_ 17/2464/A,6200,40,"R_Date(""Brz_ 17/2464/A"",6200,40);"
,Ki(Kiev)-11292,5840,70,charcoal,feat. 317/B,Brzezie 17,Brz_ 17/317/B-3,Czekaj-Zastawny 2008: tab. 1,,Music-Note phase (phase II),II,II,krk,w,,Brz_ 17/317/B-3,5840,70,"R_Date(""Brz_ 17/317/B-3"",5840,70);"
,Ki(Kiev)-11298,6260,80,charcoal,feat. 317/B,Brzezie 17,Brz_ 17/317/B-1,Czekaj-Zastawny 2008: tab. 1,,Music-Note phase (phase II),II,II,krk,w,,Brz_ 17/317/B-1,6260,80,"R_Date(""Brz_ 17/317/B-1"",6260,80);"
,Ki(Kiev)-11288,6130,80,charcoal,feat. 317/B,Brzezie 17,Brz_ 17/317/B-2,Czekaj-Zastawny 2008: tab. 1,,Music-Note phase (phase II),II,II,krk,w,,Brz_ 17/317/B-2,6130,80,"R_Date(""Brz_ 17/317/B-2"",6130,80);"
,Ki(Kiev)-11296,6190,70,charcoal,feat. 377/A,Brzezie 17,Brz_ 17/377/A,Czekaj-Zastawny 2008: tab. 1,,Music-Note phase (phase II),II,II,krk,w,,Brz_ 17/377/A,6190,70,"R_Date(""Brz_ 17/377/A"",6190,70);"
,Ki(Kiev)-11289,5830,80,charcoal,feat. 499/B,Brzezie 17,Brz_ 17/499/B,Czekaj-Zastawny 2008: tab. 1,,Music-Note phase (phase II),II,II,krk,w,,Brz_ 17/499/B,5830,80,"R_Date(""Brz_ 17/499/B"",5830,80);"
,Poz-73759,6270,50,"Tritucum dicoccon, 6 ziaren",Sample 8066,Brzezie 17,Brz_ 17/samp. 8066,Muller-Bieniek et al. 2019,,Music-Note phase (phase II),II,II,krk,w,,Brz_ 17/samp. 8066,6270,50,"R_Date(""Brz_ 17/samp. 8066"",6270,50);"
,Poz-111653,6270,40,glimae (triticum dicoccum),Cultural Layer I,Gwoździec 2,Gwo_c 2/CL_I,,,Zofipole/Aćkova phase (phase Ib) with single motifs of early Music-Note phase (IIa),Ib,II,kar,g,,Gwo_c 2/CL_I,6270,40,"R_Date(""Gwo_c 2/CL_I"",6270,40);"
,Poz-73758,6310,40,"Tritucum dicoccon, 1 ziarno",feat. 1,Gwoździec 2,Gwo_c 2/1-3,Muller-Bieniek et al. 2019,"KukułkaA 2001, ryc. 2, str. 14; ryc. 6, str 19.",Zofipole/Aćkova phase (phase Ib) with archaic elements typical of phase Ia (Gniechowice/Bina),Ib,Ia,kar,g,,Gwo_c 2/1-3,6310,40,"R_Date(""Gwo_c 2/1-3"",6310,40);"
,Poz-47948,6540,90,plant remains,feat. 10,Gwoździec 2,Gwo_c 2/10,,,Music-Note phase (phase II),II,II,kar,g,,Gwo_c 2/10,6540,90,"R_Date(""Gwo_c 2/10"",6540,90);"
,Poz-111652,6195,35,cariopsis (Triticum dicoccum),feat. 102,Gwoździec 2,Gwo_c 2/102,,,Music-Note phase (phase II),II,II,kar,g,,Gwo_c 2/102,6195,35,"R_Date(""Gwo_c 2/102"",6195,35);"
,Poz-86052,6340,40,charcoal,feat. 108,Gwoździec 2,Gwo_c 2/108-1,,,Music-Note phase (phase II),II,II,kar,g,,Gwo_c 2/108-1,6340,40,"R_Date(""Gwo_c 2/108-1"",6340,40);"
,Poz-86053,6340,40,cerealia (charcoal?),feat. 108,Gwoździec 2,Gwo_c 2/108-2,,,Music-Note phase (phase II),II,II,kar,g,,Gwo_c 2/108-2,6340,40,"R_Date(""Gwo_c 2/108-2"",6340,40);"
,Poz-111651,6230,40,cariopsis (Triticum dicoccum),feat. 120,Gwoździec 2,Gwo_c 2/120,,,Zofipole/Aćkova phase (phase Ib) with archaic elements typical of phase Ia (Gniechowice/Bina),Ib,Ia,kar,g,,Gwo_c 2/120,6230,40,"R_Date(""Gwo_c 2/120"",6230,40);"
,Poz-111654,6270,50,cariopsis (Triticum dicoccum),feat. 125,Gwoździec 2,Gwo_c 2/125,,,Zofipole/Aćkova phase (phase Ib) with archaic elements typical of phase Ia (Gniechowice/Bina),Ib,Ia,kar,g,,Gwo_c 2/125,6270,50,"R_Date(""Gwo_c 2/125"",6270,50);"
,Poz-96580,6240,40,cariopsis (Triticum dicoccum),feat. 130,Gwoździec 2,Gwo_c 2/130-1,,,Zofipole/Aćkova phase (phase Ib) with archaic elements typical of phase Ia (Gniechowice/Bina),Ib,Ia,kar,g,,Gwo_c 2/130-1,6240,40,"R_Date(""Gwo_c 2/130-1"",6240,40);"
,Poz-96581,6120,50,charcoal (Tilia sp.),feat. 130,Gwoździec 2,Gwo_c 2/130-2,,,Zofipole/Aćkova phase (phase Ib) with archaic elements typical of phase Ia (Gniechowice/Bina),Ib,Ia,kar,g,,Gwo_c 2/130-2,6120,50,"R_Date(""Gwo_c 2/130-2"",6120,50);"
,Poz-96585,6300,40,,feat. 135,Gwoździec 2,Gwo_c 2/135-1,,,Zofipole/Aćkova phase (phase Ib) with archaic elements typical of phase Ia (Gniechowice/Bina),Ib,Ia,kar,g,,Gwo_c 2/135-1,6300,40,"R_Date(""Gwo_c 2/135-1"",6300,40);"
,Poz-96582,6280,50,cariopsis (Bromus sp.),feat. 135,Gwoździec 2,Gwo_c 2/135-2,,,Zofipole/Aćkova phase (phase Ib) with archaic elements typical of phase Ia (Gniechowice/Bina),Ib,Ia,kar,g,,Gwo_c 2/135-2,6280,50,"R_Date(""Gwo_c 2/135-2"",6280,50);"
,Poz-96583,6190,40,,feat. 137,Gwoździec 2,Gwo_c 2/137-1,,,Music-Note phase (phase II) with single motifs of early Żeliezovce phase (IIIa),II,III,kar,g,,Gwo_c 2/137-1,6190,40,"R_Date(""Gwo_c 2/137-1"",6190,40);"
,Poz-111849,6190,40,cariopsis (Triticum dicoccum),feat. 137,Gwoździec 2,Gwo_c 2/137-2,,,Music-Note phase (phase II) with single motifs of early Żeliezovce phase (IIIa),II,III,kar,g,,Gwo_c 2/137-2,6190,40,"R_Date(""Gwo_c 2/137-2"",6190,40);"
,Poz-112628,6170,40,charcoal (Corylus Avellana),feat. 155,Gwoździec 2,Gwo_c 2/155,,,Zeliezovce phase (phase III),III,III,kar,g,,Gwo_c 2/155,6170,40,"R_Date(""Gwo_c 2/155"",6170,40);"
,Poz-112629,6200,40,,feat. 156,Gwoździec 2,Gwo_c 2/156,,,Zeliezovce phase (phase III),III,III,kar,g,,Gwo_c 2/156,6200,40,"R_Date(""Gwo_c 2/156"",6200,40);"
,Poz-111891,6150,40,cariopsis (Triticum dicoccum),feat. 162,Gwoździec 2,Gwo_c 2/162,,,Zeliezovce phase (phase III),III,III,kar,g,,Gwo_c 2/162,6150,40,"R_Date(""Gwo_c 2/162"",6150,40);"
,Poz-111659,6170,40,cariopsis (Triticum dicoccum),feat. 164,Gwoździec 2,Gwo_c 2/164,,,Zeliezovce phase (phase III),III,III,kar,g,,Gwo_c 2/164,6170,40,"R_Date(""Gwo_c 2/164"",6170,40);"
,Poz-111660,6190,40,cariopsis (Triticum dicoccum),feat. 165,Gwoździec 2,Gwo_c 2/165,,,Zeliezovce phase (phase III),III,III,kar,g,,Gwo_c 2/165,6190,40,"R_Date(""Gwo_c 2/165"",6190,40);"
,Ki-13642,6330,60,charcoal,feat. 23,Gwoździec 2,Gwo_c 2/23-1,,,Zofipole/Aćkova phase (phase Ib) with single motifs of early Music-Note phase (IIa),Ib,II,kar,g,,Gwo_c 2/23-1,6330,60,"R_Date(""Gwo_c 2/23-1"",6330,60);"
,Ki-13645,6270,60,charcoal,feat. 23,Gwoździec 2,Gwo_c 2/23-2,,,Zofipole/Aćkova phase (phase Ib) with single motifs of early Music-Note phase (IIa),Ib,II,kar,g,,Gwo_c 2/23-2,6270,60,"R_Date(""Gwo_c 2/23-2"",6270,60);"
,Ki-13644,6290,60,charcoal,feat. 24,Gwoździec 2,Gwo_c 2/24-1,,,Zofipole/Aćkova phase (phase Ib) with archaic elements typical of phase Ia (Gniechowice/Bina),Ib,Ia,kar,g,,Gwo_c 2/24-1,6290,60,"R_Date(""Gwo_c 2/24-1"",6290,60);"
,Ki-13643,6240,60,charcoal,feat. 24,Gwoździec 2,Gwo_c 2/24-2,,,Zofipole/Aćkova phase (phase Ib) with archaic elements typical of phase Ia (Gniechowice/Bina),Ib,Ia,kar,g,,Gwo_c 2/24-2,6240,60,"R_Date(""Gwo_c 2/24-2"",6240,60);"
,Poz-111658,6300,40,charcoal (Corylus Avellana),feat. 90,Gwoździec 2,Gwo_c 2/90,,,Zofipole/Aćkova phase (phase Ib) with archaic elements typical of phase Ia (Gniechowice/Bina),Ib,Ia,kar,g,,Gwo_c 2/90,6300,40,"R_Date(""Gwo_c 2/90"",6300,40);"
,Poz-86054,6190,35,charcoal (Quercus),feat. 91,Gwoździec 2,Gwo_c 2/91,,,Zofipole/Aćkova phase (phase Ib) with archaic elements typical of phase Ia (Gniechowice/Bina),Ib,Ia,kar,g,,Gwo_c 2/91,6190,35,"R_Date(""Gwo_c 2/91"",6190,35);"
,Poz-86056,6180,40,Fraxinus (charcoal?),feat. 96,Gwoździec 2,Gwo_c 2/96,,,Zofipole/Aćkova phase (phase Ib) with archaic elements typical of phase Ia (Gniechowice/Bina),Ib,Ia,kar,g,,Gwo_c 2/96,6180,40,"R_Date(""Gwo_c 2/96"",6180,40);"
,Poz-15982,6230,40,?,feat. 111,Łoniowa 18,Łon_ 18/111,Valde-Nowak 2009: tab. 1.,,Zeliezovce phase (phase III),III,III,kar,g,,Łon_ 18/111,6230,40,"R_Date(""Łon_ 18/111"",6230,40);"
,Poz-15979,6220,40,?,feat. 23,Łoniowa 18,Łon_ 18/23,Valde-Nowak 2009: tab. 1.,,Zeliezovce phase (phase III),III,III,kar,g,,Łon_ 18/23,6220,40,"R_Date(""Łon_ 18/23"",6220,40);"
,Poz-15981,6340,40,?,feat. 88,Łoniowa 18,Łon_ 18/88,Valde-Nowak 2009: tab. 1.,,Zeliezovce phase (phase III),III,III,kar,g,,Łon_ 18/88,6340,40,"R_Date(""Łon_ 18/88"",6340,40);"
,Poz-18662,6210,40,?,feat. 21/06,Żerków 1,Żer_w 1/21/06,Valde-Nowak 2009: tab. 1.,Valde-Nowak 2009: Fig. 11,Zeliezovce phase (phase III),III,III,kar,g,,Żer_w 1/21/06,6210,40,"R_Date(""Żer_w 1/21/06"",6210,40);"
,Poz-16475,6240,40,?,feat. 36,Zwięczyca 3,Zwi_a 3/36-1,Czekaj-Zastawny 2008: tab. 1,"DębiecM 2014, abb. 22: 1, str. 86, taf. 28-39, str. 187-198",Music-Note phase (phase II) with single motifs of early Żeliezovce phase (IIIa),II,III,pkr,g,,Zwi_a 3/36-1,6240,40,"R_Date(""Zwi_a 3/36-1"",6240,40);"
,Poz-16477,6170,40,?,feat. 36,Zwięczyca 3,Zwi_a 3/36-2,Czekaj-Zastawny 2008: tab. 1,"DębiecM 2014, abb. 22: 1, str. 86, taf. 28-39, str. 187-198",Music-Note phase (phase II) with single motifs of early Żeliezovce phase (IIIa),II,III,pkr,g,,Zwi_a 3/36-2,6170,40,"R_Date(""Zwi_a 3/36-2"",6170,40);"
,Poz-49890,6270,50,plant remains in pottery,feat. 2066/A,Zagórze 2,Zag_e 2/2066/A-1,grant NCN: N N109 181040; 2011-2013,,Zofipole/Aćkova phase (phase Ib),Ib,Ib,krk,w,,Zag_e 2/2066/A-1,6270,50,"R_Date(""Zag_e 2/2066/A-1"",6270,50);"
,Poz-47719,6170,40,food residues on pottery,feat. 2118,Targowisko 11,Tar_ 11/2118,grant NCN: N N109 181040; 2011-2013,"Zastawny, Grabowska 2014: Tabl. 4-6",Zofipole/Aćkova phase (phase Ib),Ib,Ib,krk,w,,Tar_ 11/2118,6170,40,"R_Date(""Tar_ 11/2118"",6170,40);"
